cell,rep,truth,plug,loo,se_plug,se_aug,h_rmse,plug_dev,loo_dev,plug_cover,loo_cover_plugse,loo_cover_augse
V_share81,59,0.8134002685546875,0.7813720703125,0.8358306234854138,0.034684174039819604,0.034874304911563785,0.5643625502046336,-0.0320281982421875,0.022430354930726315,1.0,1.0,1.0
V_share81,60,0.8134002685546875,0.7515869140625,0.75283793254387,0.034959014673794545,0.03508224886819063,0.5991115036624635,-0.0618133544921875,-0.06056233601081751,1.0,1.0,1.0
V_share81,61,0.8134002685546875,0.7816162109375,0.7771507981861115,0.039654815886453254,0.03984544386833973,0.6059421744204521,-0.0317840576171875,-0.03624947036857595,1.0,1.0,1.0
V_share81,62,0.8134002685546875,0.780029296875,1.057830150285395,0.035227275898084956,0.0360158544743137,0.6075042785321578,-0.0333709716796875,0.24442988173070757,1.0,0.0,0.0
V_share81,63,0.8134002685546875,0.737548828125,0.7494603286216588,0.03553654597705853,0.03567666334883411,0.6594570197762722,-0.0758514404296875,-0.06393993993302871,0.0,1.0,1.0
V_share81,64,0.8134002685546875,0.8013916015625,0.8886832980140198,0.032687614614665315,0.03291061169880623,0.6075162177563723,-0.0120086669921875,0.0752830294593323,1.0,0.0,0.0
V_share81,65,0.8134002685546875,0.78759765625,0.6891227316034871,0.03295377036470967,0.03321993075123597,0.5800340087483333,-0.0258026123046875,-0.12427753695120036,1.0,0.0,0.0
V_share81,66,0.8134002685546875,0.802490234375,0.8958906073120949,0.03588910938651805,0.0361331623263689,0.5567126008324682,-0.0109100341796875,0.08249033875740741,1.0,0.0,0.0
V_share81,67,0.8134002685546875,0.8052978515625,0.9251145982452808,0.03448506417145959,0.0347036188313387,0.5650172503814196,-0.0081024169921875,0.11171432969059325,1.0,0.0,0.0
V_share81,68,0.8134002685546875,0.7603759765625,0.7879199374136255,0.03569828143933964,0.035839416981803804,0.5900760224414664,-0.0530242919921875,-0.025480331141061963,1.0,1.0,1.0
V_share81,69,0.8134002685546875,0.78564453125,0.6444132096517229,0.03740499115963751,0.03774994445081245,0.5675937546084362,-0.0277557373046875,-0.16898705890296462,1.0,0.0,0.0
V_share81,70,0.8134002685546875,0.762451171875,0.6982960854533774,0.043804881318306704,0.04399334677834832,0.567304848422859,-0.0509490966796875,-0.1151041831013101,1.0,0.0,0.0
V_share81,71,0.8134002685546875,0.78955078125,0.9356427749616522,0.03381391915912622,0.03414324509134956,0.594463395068641,-0.0238494873046875,0.12224250640696466,1.0,0.0,0.0
V_share81,72,0.8134002685546875,0.7525634765625,0.7088798439083545,0.029643281579405042,0.029872286274810783,0.5979742165175158,-0.0608367919921875,-0.10452042464633304,0.0,0.0,0.0
V_share81,73,0.8134002685546875,0.7628173828125,0.9346243133784737,0.025389462758434414,0.02589224752645404,0.6533387673770353,-0.0505828857421875,0.12122404482378624,0.0,0.0,0.0
