shift,n,rep,V_true,h_rmse,W_hat,V_hat,W_se,eps_band,n_band,V_se,V_loo,V_hat_dev,V_hat_cover,V_loo_dev,V_loo_cover
-0.55,4000,95,0.8134002685546875,0.587840582732533,0.7508092451979365,0.7733154296875,0.03138386825880839,0.008547802467795254,36,0.026427099783584894,0.7578608158066253,-0.0400848388671875,1.0,-0.05553945274806216,0.0
-0.55,4000,96,0.8134002685546875,0.5914950297889373,0.7433953454832787,0.802001953125,0.033756682526297786,0.0077976764371875,43,0.03271607383764678,0.8539734028139895,-0.0113983154296875,1.0,0.04057313425930198,1.0
-0.55,4000,97,0.8134002685546875,0.6306357230030449,0.7087946258488868,0.7398681640625,0.03249333800361539,0.00892178801560836,50,0.030840357200347075,1.03484472594175,-0.0735321044921875,0.0,0.22144445738706242,0.0
-0.55,4000,98,0.8134002685546875,0.5986626851195874,0.7015727854817775,0.761474609375,0.030806577219619737,0.00819092540007338,49,0.03413796278016461,0.7491104375285237,-0.0519256591796875,1.0,-0.06428983102616381,1.0
-0.55,4000,99,0.8134002685546875,0.6402272285122514,0.7741593420073085,0.793212890625,0.032932640863913384,0.008520590503238612,44,0.031542356872753016,0.9618914418393696,-0.0201873779296875,1.0,0.1484911732846821,0.0
-0.55,4000,100,0.8134002685546875,0.6168527293238443,0.7617231828767506,0.7425537109375,0.03172717062534844,0.009262545820380233,55,0.0310738513464871,0.49623132324273067,-0.0708465576171875,0.0,-0.31716894531195683,0.0
-0.55,4000,101,0.8134002685546875,0.6263873656996513,0.77191860373432,0.7845458984375,0.0325608445677741,0.008525415930208792,48,0.034171065446884495,0.9085905379383888,-0.0288543701171875,1.0,0.09519026938370134,0.0
-0.55,4000,102,0.8134002685546875,0.5969557821748658,0.729698197082162,0.76171875,0.03219952080682452,0.00858069147307197,54,0.03390027174372494,0.9131529324444417,-0.0516815185546875,1.0,0.09975266388975423,0.0
-0.55,4000,103,0.8134002685546875,0.5841284970411983,0.7456121498526191,0.79443359375,0.033205258584612735,0.008149406614367957,38,0.028131850245453144,0.9086334736009933,-0.0189666748046875,1.0,0.09523320504630584,0.0
-0.55,4000,104,0.8134002685546875,0.6613901282921526,0.8282997618508603,0.76416015625,0.031400106100557185,0.009689531902713367,57,0.032672715244041875,0.9430584564198483,-0.0492401123046875,1.0,0.1296581878651608,0.0
